,Analytic Details,Bypass,CAPEC ID,Contributor,Data Source,Description,Group,Group Alias,Group ID,Mitigation,Platform,Requires Permissions,Requires System,Tactic,Technique ID,Technique Name,URL
568,"['System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities based on the information obtained.\n\nMonitor processes and command-line arguments for actions that could be taken to gather system and network information. Remote access tools with built-in features may interact directly with the Windows API to gather information. Information may also be acquired through Windows system management tools such as [[Technique/T1047|Windows Management Instrumentation]] and [[Technique/T1086|PowerShell]].']",[],['577'],[],"['File monitoring', 'Process monitoring', 'Process command-line parameters']","[""[[Group/G0032|Lazarus Group]] malware SierraAlfa and WhiskeyAlfa-Three enumerate logged-on users. [[Group/G0032|Lazarus Group]] malware IndiaIndia collects the victim's username and sends it to the C2 server.[[CiteRef::Novetta Blockbuster Loaders]]\n[[CiteRef::Novetta Blockbuster RATs]][[CiteRef::Novetta Blockbuster Destructive Malware]]""]",['Lazarus Group'],"['Lazarus Group', 'HIDDEN COBRA', 'Guardians of Peace']",['G0032'],"['Identify unnecessary system utilities or potentially malicious software that may be used to acquire information about system users, and audit and/or block them by using whitelisting[[CiteRef::Beechey 2010]] tools, like AppLocker,[[CiteRef::Windows Commands JPCERT]][[CiteRef::NSA MS AppLocker]] or Software Restriction Policies[[CiteRef::Corio 2008]] where appropriate.[[CiteRef::TechNet Applocker vs SRP]]']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']","['User', 'Administrator']",[],['Discovery'],['Technique/T1033'],['System Owner/User Discovery'],https://attack.mitre.org/wiki/Technique/T1033
569,"['System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities based on the information obtained.\n\nMonitor processes and command-line arguments for actions that could be taken to gather system and network information. Remote access tools with built-in features may interact directly with the Windows API to gather information. Information may also be acquired through Windows system management tools such as [[Technique/T1047|Windows Management Instrumentation]] and [[Technique/T1086|PowerShell]].']",[],['577'],[],"['File monitoring', 'Process monitoring', 'Process command-line parameters']","[u'An [[Group/G0022|APT3]] downloader uses the Windows command <code>""cmd.exe"" /C whoami</code> to verify that it is running with the elevated privileges of \u201cSystem.\u201d[[CiteRef::FireEye Operation Double Tap]]']",['APT3'],"['APT3', 'Gothic Panda', 'Pirpi', 'UPS Team', 'Buckeye', 'Threat Group-0110', 'TG-0110']",['G0022'],"['Identify unnecessary system utilities or potentially malicious software that may be used to acquire information about system users, and audit and/or block them by using whitelisting[[CiteRef::Beechey 2010]] tools, like AppLocker,[[CiteRef::Windows Commands JPCERT]][[CiteRef::NSA MS AppLocker]] or Software Restriction Policies[[CiteRef::Corio 2008]] where appropriate.[[CiteRef::TechNet Applocker vs SRP]]']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']","['User', 'Administrator']",[],['Discovery'],['Technique/T1033'],['System Owner/User Discovery'],https://attack.mitre.org/wiki/Technique/T1033
570,"['System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities based on the information obtained.\n\nMonitor processes and command-line arguments for actions that could be taken to gather system and network information. Remote access tools with built-in features may interact directly with the Windows API to gather information. Information may also be acquired through Windows system management tools such as [[Technique/T1047|Windows Management Instrumentation]] and [[Technique/T1086|PowerShell]].']",[],['577'],[],"['File monitoring', 'Process monitoring', 'Process command-line parameters']",['[[Software/S0153|RedLeaves]] can obtain information about the logged on user both locally and for Remote Desktop sessions.[[CiteRef::PWC Cloud Hopper Technical Annex April 2017]]'],['menuPass'],"['menuPass', 'Stone Panda', 'APT10', 'Red Apollo', 'CVNX']",['G0045'],"['Identify unnecessary system utilities or potentially malicious software that may be used to acquire information about system users, and audit and/or block them by using whitelisting[[CiteRef::Beechey 2010]] tools, like AppLocker,[[CiteRef::Windows Commands JPCERT]][[CiteRef::NSA MS AppLocker]] or Software Restriction Policies[[CiteRef::Corio 2008]] where appropriate.[[CiteRef::TechNet Applocker vs SRP]]']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']","['User', 'Administrator']",[],['Discovery'],['Technique/T1033'],['System Owner/User Discovery'],https://attack.mitre.org/wiki/Technique/T1033
571,"['System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities based on the information obtained.\n\nMonitor processes and command-line arguments for actions that could be taken to gather system and network information. Remote access tools with built-in features may interact directly with the Windows API to gather information. Information may also be acquired through Windows system management tools such as [[Technique/T1047|Windows Management Instrumentation]] and [[Technique/T1086|PowerShell]].']",[],['577'],[],"['File monitoring', 'Process monitoring', 'Process command-line parameters']","['[[Group/G0040|Patchwork]] collected the victim username and whether it was running as admin, then sent the information to its C2 server.[[CiteRef::Cymmetria Patchwork]]']",['Patchwork'],"['Patchwork', 'Dropping Elephant', 'Chinastrats']",['G0040'],"['Identify unnecessary system utilities or potentially malicious software that may be used to acquire information about system users, and audit and/or block them by using whitelisting[[CiteRef::Beechey 2010]] tools, like AppLocker,[[CiteRef::Windows Commands JPCERT]][[CiteRef::NSA MS AppLocker]] or Software Restriction Policies[[CiteRef::Corio 2008]] where appropriate.[[CiteRef::TechNet Applocker vs SRP]]']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']","['User', 'Administrator']",[],['Discovery'],['Technique/T1033'],['System Owner/User Discovery'],https://attack.mitre.org/wiki/Technique/T1033
572,"['Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). If a process maintains a long connection during which it consistently sends fixed size data packets or a process opens connections and sends fixed sized data packets at regular intervals, it may be performing an aggregate data transfer. Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.[[CiteRef::University of Birmingham C2]]']",[],[],[],"['Packet capture', 'Netflow/Enclave netflow', 'Process use of network', 'Process monitoring']",['[[Software/S0150|POSHSPY]] uploads data in 2048-byte chunks.[[CiteRef::FireEye POSHSPY April 2017]]'],['APT29'],"['APT29', 'The Dukes', 'Cozy Bear']",['G0016'],"['Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool command and control signatures over time or construct protocols in such a way to avoid detection by common defensive tools.[[CiteRef::University of Birmingham C2]]']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Exfiltration'],['Technique/T1030'],['Data Transfer Size Limits'],https://attack.mitre.org/wiki/Technique/T1030
573,"['Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). If a process maintains a long connection during which it consistently sends fixed size data packets or a process opens connections and sends fixed sized data packets at regular intervals, it may be performing an aggregate data transfer. Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.[[CiteRef::University of Birmingham C2]]']",[],[],[],"['Packet capture', 'Netflow/Enclave netflow', 'Process use of network', 'Process monitoring']",['[[Group/G0027|Threat Group-3390]] actors have split RAR files for exfiltration into parts.[[CiteRef::Dell TG-3390]]'],['Threat Group-3390'],"['Threat Group-3390', 'TG-3390', 'Emissary Panda', 'BRONZE UNION']",['G0027'],"['Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool command and control signatures over time or construct protocols in such a way to avoid detection by common defensive tools.[[CiteRef::University of Birmingham C2]]']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Exfiltration'],['Technique/T1030'],['Data Transfer Size Limits'],https://attack.mitre.org/wiki/Technique/T1030
574,['There are several public tools available that will detect shims that are currently available[[CiteRef::Black Hat 2015 App Shim]]:\n\n* Shim-Process-Scanner - checks memory of every running process for any Shim flags\n* Shim-Detector-Lite - detects installation of custom shim databases\n* Shim-Guard - monitors registry for any shim installations\n* ShimScanner - forensic tool to find active shims in memory\n* ShimCacheMem - Volatility plug-in that pulls shim cache from memory (note: shims are only cached after reboot)\n\nMonitor process execution for sdbinst.exe and command-line arguments for potential indications of application shim abuse.'],[],[],[],"['Loaded DLLs', 'System calls', 'Windows Registry', 'Process Monitoring', 'Process command-line parameters']",['[[Group/G0046|FIN7]] has used application shim databases for persistence.[[CiteRef::FireEye FIN7 Shim Databases]]'],['FIN7'],['FIN7'],['G0046'],"['There currently aren\'t a lot of ways to mitigate application shimming. Disabling the Shim Engine isn\'t recommended because Windows depends on shimming for interoperability and software may become unstable or not work. Microsoft released an optional patch update - KB3045645 - that will remove the ""auto-elevate"" flag within the sdbinst.exe. This will prevent use of application shimming to bypass UAC. \n\nChanging UAC settings to ""Always Notify"" will give the user more visibility when UAC elevation is requested, however, this option will not be popular among users due to the constant UAC interruptions.']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",['Administrator'],[],"['Execution', 'Persistence', 'Privilege Escalation']",['Technique/T1138'],['Application Shimming'],https://attack.mitre.org/wiki/Technique/T1138
575,"[""Collect file hashes; file names that do not match their expected hash are suspect. Perform file monitoring; files with known names but in unusual locations are suspect. Likewise, files that are modified outside of an update or patch are suspect.\n\nIf file names are mismatched between the binary name on disk and the binary's resource section, this is a likely indicator that a binary was renamed after it was compiled. Collecting and comparing disk and resource filenames for binaries could provide useful leads, but may not always be indicative of malicious activity.[[CiteRef::Endgame Masquerade Ball]]""]",['Whitelisting by file name or path'],[],['ENDGAME'],"['File monitoring', 'Process monitoring', 'Binary file metadata']","['[[Group/G0008|Carbanak]] malware names itself ""svchost.exe,"" which is the name of the Windows shared service host program.[[CiteRef::Kaspersky Carbanak]]']",['Carbanak'],"['Carbanak', 'Anunak']",['G0008'],"['When creating security rules, avoid exclusions based on file name or file path. Require signed binaries. Use file system access controls to protect folders such as C:\\Windows\\System32. Use tools that restrict program execution via whitelisting by attributes other than file name.\n\nIdentify potentially malicious software that may look like a legitimate program based on name and location, and audit and/or block it by using whitelisting[[CiteRef::Beechey 2010]] tools like AppLocker[[CiteRef::Windows Commands JPCERT]][[CiteRef::NSA MS AppLocker]] or Software Restriction Policies[[CiteRef::Corio 2008]] where appropriate.[[CiteRef::TechNet Applocker vs SRP]]']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Defense Evasion'],['Technique/T1036'],['Masquerading'],https://attack.mitre.org/wiki/Technique/T1036
576,"[""Collect file hashes; file names that do not match their expected hash are suspect. Perform file monitoring; files with known names but in unusual locations are suspect. Likewise, files that are modified outside of an update or patch are suspect.\n\nIf file names are mismatched between the binary name on disk and the binary's resource section, this is a likely indicator that a binary was renamed after it was compiled. Collecting and comparing disk and resource filenames for binaries could provide useful leads, but may not always be indicative of malicious activity.[[CiteRef::Endgame Masquerade Ball]]""]",['Whitelisting by file name or path'],[],['ENDGAME'],"['File monitoring', 'Process monitoring', 'Binary file metadata']",[u'[[Group/G0046|FIN7]] has created a scheduled task named \u201cAdobeFlashSync\u201d to establish persistence.[[CiteRef::Morphisec FIN7 June 2017]]'],['FIN7'],['FIN7'],['G0046'],"['When creating security rules, avoid exclusions based on file name or file path. Require signed binaries. Use file system access controls to protect folders such as C:\\Windows\\System32. Use tools that restrict program execution via whitelisting by attributes other than file name.\n\nIdentify potentially malicious software that may look like a legitimate program based on name and location, and audit and/or block it by using whitelisting[[CiteRef::Beechey 2010]] tools like AppLocker[[CiteRef::Windows Commands JPCERT]][[CiteRef::NSA MS AppLocker]] or Software Restriction Policies[[CiteRef::Corio 2008]] where appropriate.[[CiteRef::TechNet Applocker vs SRP]]']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Defense Evasion'],['Technique/T1036'],['Masquerading'],https://attack.mitre.org/wiki/Technique/T1036
577,"[""Collect file hashes; file names that do not match their expected hash are suspect. Perform file monitoring; files with known names but in unusual locations are suspect. Likewise, files that are modified outside of an update or patch are suspect.\n\nIf file names are mismatched between the binary name on disk and the binary's resource section, this is a likely indicator that a binary was renamed after it was compiled. Collecting and comparing disk and resource filenames for binaries could provide useful leads, but may not always be indicative of malicious activity.[[CiteRef::Endgame Masquerade Ball]]""]",['Whitelisting by file name or path'],[],['ENDGAME'],"['File monitoring', 'Process monitoring', 'Binary file metadata']","[""[[Software/S0070|HTTPBrowser]]'s installer contains a malicious file named navlu.dll to decrypt and run the RAT. navlu.dll is also the name of a legitimate Symantec DLL.[[CiteRef::ZScaler Hacking Team]]""]",['APT18'],"['APT18', 'Threat Group-0416', 'TG-0416', 'Dynamite Panda']",['G0026'],"['When creating security rules, avoid exclusions based on file name or file path. Require signed binaries. Use file system access controls to protect folders such as C:\\Windows\\System32. Use tools that restrict program execution via whitelisting by attributes other than file name.\n\nIdentify potentially malicious software that may look like a legitimate program based on name and location, and audit and/or block it by using whitelisting[[CiteRef::Beechey 2010]] tools like AppLocker[[CiteRef::Windows Commands JPCERT]][[CiteRef::NSA MS AppLocker]] or Software Restriction Policies[[CiteRef::Corio 2008]] where appropriate.[[CiteRef::TechNet Applocker vs SRP]]']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Defense Evasion'],['Technique/T1036'],['Masquerading'],https://attack.mitre.org/wiki/Technique/T1036
578,"[""Collect file hashes; file names that do not match their expected hash are suspect. Perform file monitoring; files with known names but in unusual locations are suspect. Likewise, files that are modified outside of an update or patch are suspect.\n\nIf file names are mismatched between the binary name on disk and the binary's resource section, this is a likely indicator that a binary was renamed after it was compiled. Collecting and comparing disk and resource filenames for binaries could provide useful leads, but may not always be indicative of malicious activity.[[CiteRef::Endgame Masquerade Ball]]""]",['Whitelisting by file name or path'],[],['ENDGAME'],"['File monitoring', 'Process monitoring', 'Binary file metadata']","['The [[Software/S0125|Remsec]] loader implements itself with the name Security Support Provider, a legitimate Windows function. Various [[Software/S0125|Remsec]] .exe files mimic legitimate file names used by Microsoft, Symantec, Kaspersky, Hewlett-Packard, and VMWare.[[CiteRef::Symantec Remsec IOCs]][[CiteRef::Kaspersky ProjectSauron Full Report]] [[Software/S0125|Remsec]] also disguised malicious modules using similar filenames as custom network encryption software on victims.[[CiteRef::Kaspersky ProjectSauron Full Report]]']",['Strider'],"['Strider', 'ProjectSauron']",['G0041'],"['When creating security rules, avoid exclusions based on file name or file path. Require signed binaries. Use file system access controls to protect folders such as C:\\Windows\\System32. Use tools that restrict program execution via whitelisting by attributes other than file name.\n\nIdentify potentially malicious software that may look like a legitimate program based on name and location, and audit and/or block it by using whitelisting[[CiteRef::Beechey 2010]] tools like AppLocker[[CiteRef::Windows Commands JPCERT]][[CiteRef::NSA MS AppLocker]] or Software Restriction Policies[[CiteRef::Corio 2008]] where appropriate.[[CiteRef::TechNet Applocker vs SRP]]']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Defense Evasion'],['Technique/T1036'],['Masquerading'],https://attack.mitre.org/wiki/Technique/T1036
579,"[""Collect file hashes; file names that do not match their expected hash are suspect. Perform file monitoring; files with known names but in unusual locations are suspect. Likewise, files that are modified outside of an update or patch are suspect.\n\nIf file names are mismatched between the binary name on disk and the binary's resource section, this is a likely indicator that a binary was renamed after it was compiled. Collecting and comparing disk and resource filenames for binaries could provide useful leads, but may not always be indicative of malicious activity.[[CiteRef::Endgame Masquerade Ball]]""]",['Whitelisting by file name or path'],[],['ENDGAME'],"['File monitoring', 'Process monitoring', 'Binary file metadata']","[""The file name AcroRD32.exe, a legitimate process name for Adobe's Acrobat Reader, was used by [[Group/G0006|APT1]] as a name for malware.[[CiteRef::Mandiant APT1 Appendix]]""]",['APT1'],"['APT1', 'Comment Crew', 'Comment Group', 'Comment Panda']",['G0006'],"['When creating security rules, avoid exclusions based on file name or file path. Require signed binaries. Use file system access controls to protect folders such as C:\\Windows\\System32. Use tools that restrict program execution via whitelisting by attributes other than file name.\n\nIdentify potentially malicious software that may look like a legitimate program based on name and location, and audit and/or block it by using whitelisting[[CiteRef::Beechey 2010]] tools like AppLocker[[CiteRef::Windows Commands JPCERT]][[CiteRef::NSA MS AppLocker]] or Software Restriction Policies[[CiteRef::Corio 2008]] where appropriate.[[CiteRef::TechNet Applocker vs SRP]]']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Defense Evasion'],['Technique/T1036'],['Masquerading'],https://attack.mitre.org/wiki/Technique/T1036
580,"[""Collect file hashes; file names that do not match their expected hash are suspect. Perform file monitoring; files with known names but in unusual locations are suspect. Likewise, files that are modified outside of an update or patch are suspect.\n\nIf file names are mismatched between the binary name on disk and the binary's resource section, this is a likely indicator that a binary was renamed after it was compiled. Collecting and comparing disk and resource filenames for binaries could provide useful leads, but may not always be indicative of malicious activity.[[CiteRef::Endgame Masquerade Ball]]""]",['Whitelisting by file name or path'],[],['ENDGAME'],"['File monitoring', 'Process monitoring', 'Binary file metadata']",['[[Software/S0136|USBStealer]] mimics a legitimate Russian program called USB Disk Security.[[CiteRef::ESET Sednit USBStealer 2014]]'],['APT28'],"['APT28', 'Sednit', 'Sofacy', 'Pawn Storm', 'Fancy Bear', 'STRONTIUM', 'Tsar Team', 'Threat Group-4127', 'TG-4127']",['G0007'],"['When creating security rules, avoid exclusions based on file name or file path. Require signed binaries. Use file system access controls to protect folders such as C:\\Windows\\System32. Use tools that restrict program execution via whitelisting by attributes other than file name.\n\nIdentify potentially malicious software that may look like a legitimate program based on name and location, and audit and/or block it by using whitelisting[[CiteRef::Beechey 2010]] tools like AppLocker[[CiteRef::Windows Commands JPCERT]][[CiteRef::NSA MS AppLocker]] or Software Restriction Policies[[CiteRef::Corio 2008]] where appropriate.[[CiteRef::TechNet Applocker vs SRP]]']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Defense Evasion'],['Technique/T1036'],['Masquerading'],https://attack.mitre.org/wiki/Technique/T1036
581,"[""Collect file hashes; file names that do not match their expected hash are suspect. Perform file monitoring; files with known names but in unusual locations are suspect. Likewise, files that are modified outside of an update or patch are suspect.\n\nIf file names are mismatched between the binary name on disk and the binary's resource section, this is a likely indicator that a binary was renamed after it was compiled. Collecting and comparing disk and resource filenames for binaries could provide useful leads, but may not always be indicative of malicious activity.[[CiteRef::Endgame Masquerade Ball]]""]",['Whitelisting by file name or path'],[],['ENDGAME'],"['File monitoring', 'Process monitoring', 'Binary file metadata']","['[[Software/S0138|OLDBAIT]] installs itself in <code>%ALLUSERPROFILE%\\\\Application Data\\Microsoft\\MediaPlayer\\updatewindws.exe</code>; the directory name is missing a space and the file name is missing the letter ""o.""[[CiteRef::FireEye APT28]]']",['APT28'],"['APT28', 'Sednit', 'Sofacy', 'Pawn Storm', 'Fancy Bear', 'STRONTIUM', 'Tsar Team', 'Threat Group-4127', 'TG-4127']",['G0007'],"['When creating security rules, avoid exclusions based on file name or file path. Require signed binaries. Use file system access controls to protect folders such as C:\\Windows\\System32. Use tools that restrict program execution via whitelisting by attributes other than file name.\n\nIdentify potentially malicious software that may look like a legitimate program based on name and location, and audit and/or block it by using whitelisting[[CiteRef::Beechey 2010]] tools like AppLocker[[CiteRef::Windows Commands JPCERT]][[CiteRef::NSA MS AppLocker]] or Software Restriction Policies[[CiteRef::Corio 2008]] where appropriate.[[CiteRef::TechNet Applocker vs SRP]]']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Defense Evasion'],['Technique/T1036'],['Masquerading'],https://attack.mitre.org/wiki/Technique/T1036
582,"[""Collect file hashes; file names that do not match their expected hash are suspect. Perform file monitoring; files with known names but in unusual locations are suspect. Likewise, files that are modified outside of an update or patch are suspect.\n\nIf file names are mismatched between the binary name on disk and the binary's resource section, this is a likely indicator that a binary was renamed after it was compiled. Collecting and comparing disk and resource filenames for binaries could provide useful leads, but may not always be indicative of malicious activity.[[CiteRef::Endgame Masquerade Ball]]""]",['Whitelisting by file name or path'],[],['ENDGAME'],"['File monitoring', 'Process monitoring', 'Binary file metadata']","['In one instance, [[Group/G0045|menuPass]] added [[Software/S0013|PlugX]] as a service with a display name of ""Corel Writing Tools Utility.""[[CiteRef::FireEye APT10 April 2017]]']",['DragonOK'],['DragonOK'],['G0017'],"['When creating security rules, avoid exclusions based on file name or file path. Require signed binaries. Use file system access controls to protect folders such as C:\\Windows\\System32. Use tools that restrict program execution via whitelisting by attributes other than file name.\n\nIdentify potentially malicious software that may look like a legitimate program based on name and location, and audit and/or block it by using whitelisting[[CiteRef::Beechey 2010]] tools like AppLocker[[CiteRef::Windows Commands JPCERT]][[CiteRef::NSA MS AppLocker]] or Software Restriction Policies[[CiteRef::Corio 2008]] where appropriate.[[CiteRef::TechNet Applocker vs SRP]]']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Defense Evasion'],['Technique/T1036'],['Masquerading'],https://attack.mitre.org/wiki/Technique/T1036
583,"[""Collect file hashes; file names that do not match their expected hash are suspect. Perform file monitoring; files with known names but in unusual locations are suspect. Likewise, files that are modified outside of an update or patch are suspect.\n\nIf file names are mismatched between the binary name on disk and the binary's resource section, this is a likely indicator that a binary was renamed after it was compiled. Collecting and comparing disk and resource filenames for binaries could provide useful leads, but may not always be indicative of malicious activity.[[CiteRef::Endgame Masquerade Ball]]""]",['Whitelisting by file name or path'],[],['ENDGAME'],"['File monitoring', 'Process monitoring', 'Binary file metadata']","['If installing itself as a service fails, [[Software/S0081|Elise]] instead writes itself as a file named svchost.exe saved in %APPDATA%\\Microsoft\\Network.[[CiteRef::Lotus Blossom Jun 2015]]']",['Lotus Blossom'],"['Lotus Blossom', 'Spring Dragon']",['G0030'],"['When creating security rules, avoid exclusions based on file name or file path. Require signed binaries. Use file system access controls to protect folders such as C:\\Windows\\System32. Use tools that restrict program execution via whitelisting by attributes other than file name.\n\nIdentify potentially malicious software that may look like a legitimate program based on name and location, and audit and/or block it by using whitelisting[[CiteRef::Beechey 2010]] tools like AppLocker[[CiteRef::Windows Commands JPCERT]][[CiteRef::NSA MS AppLocker]] or Software Restriction Policies[[CiteRef::Corio 2008]] where appropriate.[[CiteRef::TechNet Applocker vs SRP]]']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Defense Evasion'],['Technique/T1036'],['Masquerading'],https://attack.mitre.org/wiki/Technique/T1036
584,"[""Collect file hashes; file names that do not match their expected hash are suspect. Perform file monitoring; files with known names but in unusual locations are suspect. Likewise, files that are modified outside of an update or patch are suspect.\n\nIf file names are mismatched between the binary name on disk and the binary's resource section, this is a likely indicator that a binary was renamed after it was compiled. Collecting and comparing disk and resource filenames for binaries could provide useful leads, but may not always be indicative of malicious activity.[[CiteRef::Endgame Masquerade Ball]]""]",['Whitelisting by file name or path'],[],['ENDGAME'],"['File monitoring', 'Process monitoring', 'Binary file metadata']","['A [[Software/S0141|Winnti]] implant file was named ASPNET_FILTER.DLL, mimicking the legitimate ASP.NET ISAPI filter DLL with the same name.[[CiteRef::Microsoft Winnti Jan 2017]]']",['Winnti Group'],"['Winnti Group', 'Blackfly']",['G0044'],"['When creating security rules, avoid exclusions based on file name or file path. Require signed binaries. Use file system access controls to protect folders such as C:\\Windows\\System32. Use tools that restrict program execution via whitelisting by attributes other than file name.\n\nIdentify potentially malicious software that may look like a legitimate program based on name and location, and audit and/or block it by using whitelisting[[CiteRef::Beechey 2010]] tools like AppLocker[[CiteRef::Windows Commands JPCERT]][[CiteRef::NSA MS AppLocker]] or Software Restriction Policies[[CiteRef::Corio 2008]] where appropriate.[[CiteRef::TechNet Applocker vs SRP]]']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Defense Evasion'],['Technique/T1036'],['Masquerading'],https://attack.mitre.org/wiki/Technique/T1036
